CIK,risk_score,date
899597,0.95,2021-01-01
899629,0.84,2021-01-01
899636,0.37,2021-01-01
899689,2.38,2021-01-01
899715,2.38,2021-01-01
899723,0.37,2021-01-01
899751,2.38,2021-01-01
899752,0,2021-01-01
899782,0.06,2021-01-01
899866,3.69,2021-01-01
899923,2.38,2021-01-01
900075,0.84,2021-01-01
900091,0.06,2021-01-01
900349,0.37,2021-01-01
900391,0.06,2021-01-01
900422,0.06,2021-01-01
900724,0,2021-01-01
901243,0,2021-01-01
901491,2.38,2021-01-01
901824,0,2021-01-01
901832,0,2021-01-01
902259,0.06,2021-01-01
902274,0.73,2021-01-01
902482,0.37,2021-01-01
902622,0.37,2021-01-01
902791,0.84,2021-01-01
903127,0.95,2021-01-01
903129,2.38,2021-01-01
903419,1.8,2021-01-01
903571,0,2021-01-01
903651,0.73,2021-01-01
904080,0,2021-01-01
904112,0.06,2021-01-01
904121,0.06,2021-01-01
904851,1.1,2021-01-01
904978,0.37,2021-01-01
904979,0.73,2021-01-01
906013,0.06,2021-01-01
906107,2.38,2021-01-01
906163,2.38,2021-01-01
906192,0.95,2021-01-01
906193,0.37,2021-01-01
906334,0.06,2021-01-01
906338,1.1,2021-01-01
906345,2.38,2021-01-01
906465,0.84,2021-01-01
906469,0.37,2021-01-01
906553,2.38,2021-01-01
906709,2.38,2021-01-01
906779,1.1,2021-01-01
906780,0.37,2021-01-01
907093,0.06,2021-01-01
907242,1.8,2021-01-01
907254,0.84,2021-01-01
907471,1.8,2021-01-01
907562,0.95,2021-01-01
907573,0.06,2021-01-01
907649,0.37,2021-01-01
907654,0.73,2021-01-01
908187,0.06,2021-01-01
908255,3.69,2021-01-01
908311,0.73,2021-01-01
908315,1.8,2021-01-01
908489,0.37,2021-01-01
908732,1.1,2021-01-01
908777,0.06,2021-01-01
908837,0.37,2021-01-01
908844,0.37,2021-01-01
908937,2.38,2021-01-01
908993,0.06,2021-01-01
909037,1.1,2021-01-01
909108,0.84,2021-01-01
909111,0.37,2021-01-01
909112,0.06,2021-01-01
909281,0.95,2021-01-01
909327,1.1,2021-01-01
909494,1.8,2021-01-01
909724,0.73,2021-01-01
909736,0,2021-01-01
909791,0.37,2021-01-01
909832,2.38,2021-01-01
909954,0.95,2021-01-01
909987,0.37,2021-01-01
910068,0,2021-01-01
910073,0.84,2021-01-01
910108,0.84,2021-01-01
910267,0.73,2021-01-01
910322,0.37,2021-01-01
910329,2.38,2021-01-01
910406,2.38,2021-01-01
910521,2.38,2021-01-01
910606,2.38,2021-01-01
910612,0.84,2021-01-01
910619,0,2021-01-01
910631,1.1,2021-01-01
910638,2.38,2021-01-01
911109,2.38,2021-01-01
911147,1.8,2021-01-01
911160,1.1,2021-01-01
911177,2.38,2021-01-01
911216,0.73,2021-01-01
911308,0,2021-01-01
911421,0.37,2021-01-01
911583,0.37,2021-01-01
911631,0,2021-01-01
911635,0.37,2021-01-01
911649,0.73,2021-01-01
911801,0,2021-01-01
911971,3.09,2021-01-01
912023,0.06,2021-01-01
912061,0.73,2021-01-01
912093,2.38,2021-01-01
912147,0.06,2021-01-01
912183,0.95,2021-01-01
912241,0,2021-01-01
912242,2.38,2021-01-01
912463,2.38,2021-01-01
912505,0.06,2021-01-01
912513,0.95,2021-01-01
912544,0,2021-01-01
912562,0,2021-01-01
912593,2.38,2021-01-01
912595,0.84,2021-01-01
912603,2.38,2021-01-01
912615,2.38,2021-01-01
912728,2.38,2021-01-01
912729,0,2021-01-01
912744,0.06,2021-01-01
912750,0.95,2021-01-01
912751,0.06,2021-01-01
912766,2.38,2021-01-01
912767,2.38,2021-01-01
912815,0.37,2021-01-01
912833,0.37,2021-01-01
912888,0.37,2021-01-01
912892,1.1,2021-01-01
912898,0.37,2021-01-01
912926,0,2021-01-01
912958,1.1,2021-01-01
913015,0,2021-01-01
913059,0.06,2021-01-01
913072,0.37,2021-01-01
913077,0.37,2021-01-01
913142,2.38,2021-01-01
913144,2.38,2021-01-01
913165,0.37,2021-01-01
913241,1.8,2021-01-01
913277,2.38,2021-01-01
913290,1.1,2021-01-01
913341,0.73,2021-01-01
913353,1.1,2021-01-01
913357,0.37,2021-01-01
913662,0,2021-01-01
913665,0,2021-01-01
913756,0.37,2021-01-01
913760,0.84,2021-01-01
913785,0.06,2021-01-01
913885,0,2021-01-01
913955,0.37,2021-01-01
913957,0.37,2021-01-01
914024,0.95,2021-01-01
914035,0,2021-01-01
914122,0.06,2021-01-01
914138,0.37,2021-01-01
914156,0.73,2021-01-01
914201,0.37,2021-01-01
914208,2.38,2021-01-01
914329,0.37,2021-01-01
914398,0.37,2021-01-01
914475,3.69,2021-01-01
914712,0.73,2021-01-01
915358,0.73,2021-01-01
915389,2.38,2021-01-01
915778,0.73,2021-01-01
915779,0.73,2021-01-01
915840,0.84,2021-01-01
915862,0.37,2021-01-01
915912,0.84,2021-01-01
915913,2.38,2021-01-01
916076,2.38,2021-01-01
916085,0.95,2021-01-01
916183,0.06,2021-01-01
916365,2.38,2021-01-01
916457,2.38,2021-01-01
916490,0.06,2021-01-01
916529,0.37,2021-01-01
916540,2.38,2021-01-01
916545,0.37,2021-01-01
916618,0.06,2021-01-01
916704,0.37,2021-01-01
916789,0.84,2021-01-01
916791,0,2021-01-01
916793,0.06,2021-01-01
916823,0.37,2021-01-01
916863,0.95,2021-01-01
916907,1.8,2021-01-01
917100,0,2021-01-01
917225,1.36,2021-01-01
917251,0,2021-01-01
917273,2.38,2021-01-01
917331,0.37,2021-01-01
917470,0.73,2021-01-01
917491,2.38,2021-01-01
917520,2.38,2021-01-01
917674,0.37,2021-01-01
917707,0.06,2021-01-01
917731,0.37,2021-01-01
917851,1.1,2021-01-01
917968,0.37,2021-01-01
918160,0.95,2021-01-01
918251,1.8,2021-01-01
918386,0.95,2021-01-01
918541,2.38,2021-01-01
918580,0.37,2021-01-01
918581,0,2021-01-01
918608,1.1,2021-01-01
918646,2.38,2021-01-01
918685,0.06,2021-01-01
918709,0,2021-01-01
918965,1.8,2021-01-01
919006,0.37,2021-01-01
919012,2.38,2021-01-01
919130,0,2021-01-01
919134,0,2021-01-01
919239,0.37,2021-01-01
919567,0,2021-01-01
919628,0.37,2021-01-01
919708,0,2021-01-01
919745,0,2021-01-01
919808,0.06,2021-01-01
919864,0.73,2021-01-01
919871,0.37,2021-01-01
919893,3.09,2021-01-01
919956,0.73,2021-01-01
919991,0.37,2021-01-01
920112,0.84,2021-01-01
920148,2.38,2021-01-01
920173,0.06,2021-01-01
920317,0,2021-01-01
920321,0,2021-01-01
920371,0,2021-01-01
920424,0.37,2021-01-01
920427,0.73,2021-01-01
920448,0,2021-01-01
920522,2.38,2021-01-01
920532,0.37,2021-01-01
920617,1.1,2021-01-01
920760,2.38,2021-01-01
920986,0.37,2021-01-01
920990,0,2021-01-01
921051,0.37,2021-01-01
921082,0.84,2021-01-01
921112,0.95,2021-01-01
921114,3.05,2021-01-01
921183,0.73,2021-01-01
921299,2.38,2021-01-01
921500,0.37,2021-01-01
921503,0.37,2021-01-01
921547,0.37,2021-01-01
921557,0.84,2021-01-01
921582,2.38,2021-01-01
921638,1.1,2021-01-01
921671,0,2021-01-01
921691,0.37,2021-01-01
921738,2.38,2021-01-01
921742,0.37,2021-01-01
921825,0.84,2021-01-01
921847,0.37,2021-01-01
922224,2.38,2021-01-01
922247,0.73,2021-01-01
922358,0.73,2021-01-01
922475,0,2021-01-01
922487,0.37,2021-01-01
922621,0.84,2021-01-01
922717,0.37,2021-01-01
922863,0.37,2021-01-01
922864,2.38,2021-01-01
923118,0.37,2021-01-01
923120,2.38,2021-01-01
923139,0.84,2021-01-01
923144,0.37,2021-01-01
923284,0.37,2021-01-01
923601,0,2021-01-01
923603,0.37,2021-01-01
923796,0.84,2021-01-01
923899,0.06,2021-01-01
924095,0,2021-01-01
924168,0.73,2021-01-01
924383,0.73,2021-01-01
924505,0.37,2021-01-01
924613,1.1,2021-01-01
924654,0.37,2021-01-01
924717,2.38,2021-01-01
924719,0.73,2021-01-01
924805,1.8,2021-01-01
924822,0.73,2021-01-01
924829,0.37,2021-01-01
924901,2.38,2021-01-01
924940,0.37,2021-01-01
925261,1.1,2021-01-01
925464,0.37,2021-01-01
925528,0.73,2021-01-01
925645,0.37,2021-01-01
925683,0.06,2021-01-01
925732,0.06,2021-01-01
925741,0.73,2021-01-01
926042,3.09,2021-01-01
926134,0.06,2021-01-01
926282,2.38,2021-01-01
926326,2.38,2021-01-01
926423,0.73,2021-01-01
926479,0.37,2021-01-01
926617,2.38,2021-01-01
926771,0.37,2021-01-01
926844,0,2021-01-01
926864,0.06,2021-01-01
927003,2.38,2021-01-01
927066,2.38,2021-01-01
927355,0.73,2021-01-01
927417,0.95,2021-01-01
927628,2.38,2021-01-01
927653,3.69,2021-01-01
927693,0.06,2021-01-01
927720,0,2021-01-01
927807,0.37,2021-01-01
927829,0.95,2021-01-01
927968,0.06,2021-01-01
927971,1.1,2021-01-01
928022,2.38,2021-01-01
928054,2.38,2021-01-01
928340,0.73,2021-01-01
928366,1.1,2021-01-01
928421,0.37,2021-01-01
928465,0.73,2021-01-01
928592,0.37,2021-01-01
928658,0.84,2021-01-01
928876,1.1,2021-01-01
929008,2.38,2021-01-01
929186,0.37,2021-01-01
929351,2.38,2021-01-01
929545,0.73,2021-01-01
929846,0.37,2021-01-01
929869,1.1,2021-01-01
929872,0.06,2021-01-01
929887,0.95,2021-01-01
929994,0.95,2021-01-01
930157,1.1,2021-01-01
930236,2.38,2021-01-01
930309,0.37,2021-01-01
930405,0.37,2021-01-01
930420,2.38,2021-01-01
930481,0.06,2021-01-01
930553,0.37,2021-01-01
930600,0.37,2021-01-01
930775,0.73,2021-01-01
930828,0.06,2021-01-01
931015,2.38,2021-01-01
931059,0.73,2021-01-01
931085,0.06,2021-01-01
931131,0.37,2021-01-01
931148,2.38,2021-01-01
931427,0.06,2021-01-01
931584,0.73,2021-01-01
931948,0.37,2021-01-01
932111,0.37,2021-01-01
932372,0,2021-01-01
932470,1.1,2021-01-01
932628,0.37,2021-01-01
932695,0.06,2021-01-01
932696,2.38,2021-01-01
932781,0.73,2021-01-01
932787,1.1,2021-01-01
932872,1.1,2021-01-01
933034,0.73,2021-01-01
933036,2.38,2021-01-01
933136,2.38,2021-01-01
933141,0.84,2021-01-01
933157,0,2021-01-01
933267,0.06,2021-01-01
933405,0.37,2021-01-01
933590,0.37,2021-01-01
933730,0.37,2021-01-01
933738,0.73,2021-01-01
933955,0,2021-01-01
933972,0.06,2021-01-01
933974,2.38,2021-01-01
934203,0.37,2021-01-01
934280,0.37,2021-01-01
934299,0.37,2021-01-01
934306,0,2021-01-01
934538,0.37,2021-01-01
934547,0.37,2021-01-01
934548,0.06,2021-01-01
934549,0.73,2021-01-01
934648,0.37,2021-01-01
934936,0,2021-01-01
935016,0.37,2021-01-01
935036,2.38,2021-01-01
935419,1.8,2021-01-01
935494,2.38,2021-01-01
935703,2.38,2021-01-01
936340,2.38,2021-01-01
936395,2.38,2021-01-01
936402,0.37,2021-01-01
936446,0,2021-01-01
936468,2.38,2021-01-01
936498,1.1,2021-01-01
936528,2.38,2021-01-01
936958,1.1,2021-01-01
937015,0.37,2021-01-01
937098,3.69,2021-01-01
937556,2.38,2021-01-01
937941,0.37,2021-01-01
937966,1.1,2021-01-01
938323,1.1,2021-01-01
938578,0.06,2021-01-01
939767,2.38,2021-01-01
939930,0.73,2021-01-01
940298,0.37,2021-01-01
940332,0.37,2021-01-01
940942,0.84,2021-01-01
940944,2.38,2021-01-01
941138,0.37,2021-01-01
941221,1.1,2021-01-01
941513,1.1,2021-01-01
941548,0.95,2021-01-01
941604,0.95,2021-01-01
941685,2.38,2021-01-01
941775,0.37,2021-01-01
942126,0.73,2021-01-01
942359,0.06,2021-01-01
943003,0.06,2021-01-01
943034,0.73,2021-01-01
943110,0,2021-01-01
943117,0.37,2021-01-01
943452,2.38,2021-01-01
943756,0.37,2021-01-01
943819,2.38,2021-01-01
943861,0.73,2021-01-01
943897,0.37,2021-01-01
944075,0.73,2021-01-01
944148,0.84,2021-01-01
944163,0,2021-01-01
944314,0.84,2021-01-01
944480,0.73,2021-01-01
944508,0.37,2021-01-01
944537,0.37,2021-01-01
944695,2.38,2021-01-01
944745,2.38,2021-01-01
944809,2.38,2021-01-01
945114,1.8,2021-01-01
945379,0.06,2021-01-01
945382,0.37,2021-01-01
945394,2.38,2021-01-01
945436,1.1,2021-01-01
945532,0.06,2021-01-01
945699,0.37,2021-01-01
945725,0.37,2021-01-01
945734,0.37,2021-01-01
945764,2.38,2021-01-01
945841,2.38,2021-01-01
945983,0.73,2021-01-01
946394,0.06,2021-01-01
946454,0.73,2021-01-01
946486,2.38,2021-01-01
946492,0.37,2021-01-01
946563,1.8,2021-01-01
946581,2.38,2021-01-01
946644,0.73,2021-01-01
946647,0.84,2021-01-01
946673,2.38,2021-01-01
946823,0.37,2021-01-01
946936,0.06,2021-01-01
947263,1.1,2021-01-01
947397,0,2021-01-01
947484,2.38,2021-01-01
947559,1.8,2021-01-01
947661,0.37,2021-01-01
948072,0.37,2021-01-01
948086,0.37,2021-01-01
948263,0.37,2021-01-01
948320,0.73,2021-01-01
948642,0.06,2021-01-01
948708,0.73,2021-01-01
948846,0.95,2021-01-01
948850,0.37,2021-01-01
949157,2.38,2021-01-01
949158,0.37,2021-01-01
949228,0,2021-01-01
949335,0.06,2021-01-01
949373,0.37,2021-01-01
949536,0.37,2021-01-01
949699,0.37,2021-01-01
949721,0,2021-01-01
949858,0.73,2021-01-01
949870,1.8,2021-01-01
949874,0.37,2021-01-01
949961,0.73,2021-01-01
949968,0.37,2021-01-01
1000045,0.73,2021-01-01
1000048,0.37,2021-01-01
1000177,0.06,2021-01-01
1000180,0.95,2021-01-01
1000184,1.1,2021-01-01
1000209,2.38,2021-01-01
1000228,2.38,2021-01-01
1000230,0.73,2021-01-01
1000234,0.37,2021-01-01
1000275,1.1,2021-01-01
1000298,0.73,2021-01-01
1000495,0.37,2021-01-01
1000623,2.38,2021-01-01
1000694,2.38,2021-01-01
1000697,2.38,2021-01-01
1000753,2.38,2021-01-01
1000876,0.06,2021-01-01
1001082,2.38,2021-01-01
1001085,0,2021-01-01
1001115,0.73,2021-01-01
1001171,0.73,2021-01-01
1001193,0.37,2021-01-01
1001233,3.69,2021-01-01
1001250,2.38,2021-01-01
1001258,0.73,2021-01-01
1001290,1.1,2021-01-01
1001316,2.38,2021-01-01
1001385,0.73,2021-01-01
1001426,0.37,2021-01-01
1001606,0.37,2021-01-01
1001614,0.73,2021-01-01
1001807,1.1,2021-01-01
1001838,1.1,2021-01-01
1001868,0.37,2021-01-01
1001871,0.37,2021-01-01
1001902,0.06,2021-01-01
1001903,0,2021-01-01
1001907,0.73,2021-01-01
1002047,2.38,2021-01-01
1002119,0.37,2021-01-01
1002242,1.1,2021-01-01
1002276,0.37,2021-01-01
1002388,0.37,2021-01-01
1002517,2.38,2021-01-01
1002579,0.37,2021-01-01
1002590,0.73,2021-01-01
1002638,2.38,2021-01-01
1002682,0,2021-01-01
1002811,0.37,2021-01-01
1002910,2.38,2021-01-01
1003007,0,2021-01-01
1003078,2.38,2021-01-01
1003111,0.37,2021-01-01
1003201,0.73,2021-01-01
1003214,0.37,2021-01-01
1003226,0,2021-01-01
1003344,0.37,2021-01-01
1003515,0,2021-01-01
1003642,0.95,2021-01-01
1003935,1.1,2021-01-01
1004125,0.37,2021-01-01
1004155,2.38,2021-01-01
1004315,1.1,2021-01-01
1004411,0,2021-01-01
1004434,0.84,2021-01-01
1004440,0.95,2021-01-01
1004530,0.06,2021-01-01
1004608,0.37,2021-01-01
1004673,0.37,2021-01-01
1004702,2.38,2021-01-01
1004724,0.73,2021-01-01
1004874,0.37,2021-01-01
1004938,0.37,2021-01-01
1004945,0.37,2021-01-01
1004969,0,2021-01-01
1004980,2.38,2021-01-01
1004989,0.73,2021-01-01
1005010,0.37,2021-01-01
1005101,0.73,2021-01-01
1005201,2.38,2021-01-01
1005210,2.38,2021-01-01
1005229,2.38,2021-01-01
1005284,1.1,2021-01-01
1005286,3.05,2021-01-01
1005387,0.37,2021-01-01
1005507,0.37,2021-01-01
1005516,1.36,2021-01-01
1005653,0.06,2021-01-01
1005699,0.37,2021-01-01
1005731,2.38,2021-01-01
1005757,0.84,2021-01-01
1005817,0.84,2021-01-01
1005938,0.37,2021-01-01
1005974,0.06,2021-01-01
1006045,0.73,2021-01-01
1006269,3.09,2021-01-01
1006281,3.05,2021-01-01
1006368,0.06,2021-01-01
1006424,0.37,2021-01-01
1006655,0.73,2021-01-01
1006837,2.38,2021-01-01
1006892,0.37,2021-01-01
1007019,0.73,2021-01-01
1007330,0.73,2021-01-01
1007587,0.73,2021-01-01
1008554,0.37,2021-01-01
1008586,0.73,2021-01-01
1008654,2.38,2021-01-01
1008817,0.37,2021-01-01
1008848,0.73,2021-01-01
1009001,1.1,2021-01-01
1009244,0.37,2021-01-01
1009356,0.37,2021-01-01
1009386,0.06,2021-01-01
1009626,0.95,2021-01-01
1009672,2.38,2021-01-01
1009779,0,2021-01-01
1009829,0.73,2021-01-01
1009891,0.73,2021-01-01
1010086,2.38,2021-01-01
1010247,0.37,2021-01-01
1010470,0.73,2021-01-01
1010552,0.95,2021-01-01
1010610,0,2021-01-01
1010612,2.38,2021-01-01
1010615,0.06,2021-01-01
1010759,0.06,2021-01-01
1010775,0.37,2021-01-01
1010858,0.37,2021-01-01
1011006,0.95,2021-01-01
1011064,0.95,2021-01-01
1011109,0,2021-01-01
1011290,0.37,2021-01-01
1011344,0.37,2021-01-01
1011432,0.73,2021-01-01
1011509,0.73,2021-01-01
1011570,2.38,2021-01-01
1011657,0.37,2021-01-01
1011664,0.37,2021-01-01
1011698,0.95,2021-01-01
1012019,0.84,2021-01-01
1012100,2.38,2021-01-01
1012140,0.95,2021-01-01
1012454,0.37,2021-01-01
1012477,2.38,2021-01-01
1012569,0.95,2021-01-01
1012620,0.95,2021-01-01
1012771,2.38,2021-01-01
1013131,1.1,2021-01-01
1013237,2.38,2021-01-01
1013272,0.73,2021-01-01
1013462,2.38,2021-01-01
1013488,2.38,2021-01-01
1013554,0,2021-01-01
1013605,0.06,2021-01-01
1013606,2.38,2021-01-01
1013609,0.37,2021-01-01
1013705,0.37,2021-01-01
1013706,0.73,2021-01-01
1013740,0.06,2021-01-01
1013746,0.37,2021-01-01
1013761,0.37,2021-01-01
1013857,2.38,2021-01-01
1013871,2.38,2021-01-01
1013880,2.38,2021-01-01
1013934,2.38,2021-01-01
1014383,0.37,2021-01-01
1014473,2.38,2021-01-01
1014507,0.37,2021-01-01
1014672,0.37,2021-01-01
1014733,0.37,2021-01-01
1014739,2.38,2021-01-01
1014763,0.06,2021-01-01
1014845,0.37,2021-01-01
1015155,0.73,2021-01-01
1015328,2.38,2021-01-01
1015383,0.73,2021-01-01
1015593,0.37,2021-01-01
1015647,0.06,2021-01-01
1015650,1.1,2021-01-01
1015739,0.73,2021-01-01
1015780,2.38,2021-01-01
1015820,1.1,2021-01-01
1015854,0.37,2021-01-01
1015922,1.1,2021-01-01
1016125,0.37,2021-01-01
1016134,0.06,2021-01-01
1016152,0.37,2021-01-01
1016169,2.38,2021-01-01
1016178,0.73,2021-01-01
1016281,2.38,2021-01-01
1016470,0.37,2021-01-01
1016546,0,2021-01-01
1016601,0.37,2021-01-01
1016608,0.37,2021-01-01
1016613,0.37,2021-01-01
1016741,0.06,2021-01-01
1016794,0.37,2021-01-01
1016838,0.06,2021-01-01
1016959,0.37,2021-01-01
1016965,0,2021-01-01
1017156,0,2021-01-01
1017163,0.37,2021-01-01
1017303,0.73,2021-01-01
1017413,1.1,2021-01-01
1017440,0.37,2021-01-01
1017480,2.38,2021-01-01
1017491,3.05,2021-01-01
1017648,0.06,2021-01-01
1017673,0.73,2021-01-01
1017712,0.95,2021-01-01
1017793,0,2021-01-01
1017907,0,2021-01-01
1017968,0.37,2021-01-01
1018003,0.95,2021-01-01
1018035,0.37,2021-01-01
1018074,0.37,2021-01-01
1018152,0,2021-01-01
1018164,0.84,2021-01-01
1018332,0.37,2021-01-01
1018399,0.73,2021-01-01
1018522,0.37,2021-01-01
1018705,0.06,2021-01-01
1018710,0,2021-01-01
1018724,2.38,2021-01-01
1018840,3.69,2021-01-01
1018848,0.37,2021-01-01
1018871,0.37,2021-01-01
1018946,0.37,2021-01-01
1018963,2.38,2021-01-01
1018979,0.84,2021-01-01
1019034,0.73,2021-01-01
1019272,0.37,2021-01-01
1019361,0.37,2021-01-01
1019654,0,2021-01-01
1019695,0.37,2021-01-01
1019737,0.95,2021-01-01
1019787,0,2021-01-01
1019849,2.38,2021-01-01
1019883,0,2021-01-01
1020214,2.38,2021-01-01
1020265,0.37,2021-01-01
1020359,0.37,2021-01-01
1020416,0.37,2021-01-01
1020569,2.38,2021-01-01
1020579,0.37,2021-01-01
1020710,0.84,2021-01-01
1020859,2.38,2021-01-01
1020862,0.37,2021-01-01
1021162,2.38,2021-01-01
1021270,0.73,2021-01-01
1021352,0.37,2021-01-01
1021561,2.38,2021-01-01
1021604,2.38,2021-01-01
1021635,2.38,2021-01-01
1021860,2.38,2021-01-01
1021991,0.37,2021-01-01
1022079,2.38,2021-01-01
1022191,0.06,2021-01-01
1022198,0.37,2021-01-01
1022225,0.37,2021-01-01
1022321,2.38,2021-01-01
1022329,0,2021-01-01
1022368,0.37,2021-01-01
1022408,1.8,2021-01-01
1022437,0.06,2021-01-01
1022469,0.37,2021-01-01
1022505,0.73,2021-01-01
1022509,0.37,2021-01-01
1022646,2.38,2021-01-01
1022652,2.38,2021-01-01
1022671,2.38,2021-01-01
1022807,0.37,2021-01-01
1022837,1.1,2021-01-01
1022899,0.73,2021-01-01
1022959,0.06,2021-01-01
1022964,0,2021-01-01
1022974,0,2021-01-01
1023024,2.38,2021-01-01
1023128,0.84,2021-01-01
1023131,0.95,2021-01-01
1023313,1.8,2021-01-01
1023364,0.73,2021-01-01
1023422,0.06,2021-01-01
1023459,1.8,2021-01-01
1023512,1.1,2021-01-01
1023514,1.1,2021-01-01
1023516,0.37,2021-01-01
1023549,0.06,2021-01-01
1023731,3.69,2021-01-01
1023734,0,2021-01-01
1023745,0.06,2021-01-01
1023860,0.37,2021-01-01
1023994,0.73,2021-01-01
1023996,0.37,2021-01-01
1024022,0,2021-01-01
1024095,0,2021-01-01
1024149,0.37,2021-01-01
1024305,2.38,2021-01-01
1024478,2.38,2021-01-01
1024519,0.06,2021-01-01
1024628,0,2021-01-01
1024657,0.95,2021-01-01
1024672,1.36,2021-01-01
1024678,0.06,2021-01-01
1024725,2.38,2021-01-01
1024732,0.37,2021-01-01
1024787,0.37,2021-01-01
1024795,2.38,2021-01-01
1025134,0.37,2021-01-01
1025378,2.38,2021-01-01
1025536,0.37,2021-01-01
1025573,0,2021-01-01
1025835,2.38,2021-01-01
1025996,0.84,2021-01-01
1026311,0.06,2021-01-01
1026380,0.37,2021-01-01
1026655,0.73,2021-01-01
1026662,0.06,2021-01-01
1026785,0.06,2021-01-01
1026819,0.37,2021-01-01
1026980,0.06,2021-01-01
1027108,0.37,2021-01-01
1027207,0.37,2021-01-01
1027258,0.37,2021-01-01
1027362,0.37,2021-01-01
1027552,1.1,2021-01-01
1027664,1.1,2021-01-01
1027752,0.37,2021-01-01
1027838,2.38,2021-01-01
1027884,0.95,2021-01-01
1028065,0.37,2021-01-01
1028087,0.37,2021-01-01
1028122,0.37,2021-01-01
1028153,0,2021-01-01
1028205,0.37,2021-01-01
1028215,0.37,2021-01-01
1028318,0.37,2021-01-01
1028358,0,2021-01-01
1028361,0,2021-01-01
1028442,0.37,2021-01-01
1028734,0.37,2021-01-01
1028918,2.38,2021-01-01
1028954,0.73,2021-01-01
1029023,0.37,2021-01-01
1029125,0.73,2021-01-01
1029142,2.38,2021-01-01
1029145,1.36,2021-01-01
1029199,2.38,2021-01-01
1029581,0,2021-01-01
1029730,0.37,2021-01-01
1029744,0.73,2021-01-01
1029784,0.37,2021-01-01
1029800,0.84,2021-01-01
1030022,0.37,2021-01-01
1030048,0.37,2021-01-01
1030058,0,2021-01-01
1030192,0.73,2021-01-01
1030206,0.37,2021-01-01
1030339,0,2021-01-01
1030469,0.84,2021-01-01
1030471,1.36,2021-01-01
1030561,0.37,2021-01-01
1030653,0.37,2021-01-01
1030749,0.95,2021-01-01
1030894,1.1,2021-01-01
1030997,1.36,2021-01-01
1031029,2.38,2021-01-01
1031203,2.38,2021-01-01
1031235,1.8,2021-01-01
1031283,0.95,2021-01-01
1031296,2.38,2021-01-01
1031308,1.1,2021-01-01
1031316,0.84,2021-01-01
1031516,0.37,2021-01-01
1031623,0.73,2021-01-01
1031911,0.06,2021-01-01
1031951,0.37,2021-01-01
1032033,2.38,2021-01-01
1032208,2.38,2021-01-01
1032220,2.38,2021-01-01
1032761,0.37,2021-01-01
1032975,2.38,2021-01-01
1033012,2.38,2021-01-01
1033025,0.37,2021-01-01
1033032,0.37,2021-01-01
1033767,1.1,2021-01-01
1033864,0.37,2021-01-01
1033905,2.38,2021-01-01
1034054,2.38,2021-01-01
1034397,0.37,2021-01-01
1034592,0.37,2021-01-01
1034665,0,2021-01-01
1034669,0.95,2021-01-01
1034670,2.38,2021-01-01
1034760,0.73,2021-01-01
1034764,0,2021-01-01
1034842,2.38,2021-01-01
1034867,0.06,2021-01-01
1034957,0.06,2021-01-01
1035002,2.38,2021-01-01
1035092,0.73,2021-01-01
1035201,0.84,2021-01-01
1035267,2.38,2021-01-01
1035271,0.06,2021-01-01
1035354,0.73,2021-01-01
1035443,2.38,2021-01-01
1035632,0,2021-01-01
1035656,0.37,2021-01-01
1035700,0.06,2021-01-01
1035748,0.37,2021-01-01
1035770,0.37,2021-01-01
1035975,0.37,2021-01-01
1035976,0.73,2021-01-01
1035983,2.38,2021-01-01
1035985,0.37,2021-01-01
1036044,0.73,2021-01-01
1036070,0.37,2021-01-01
1036141,0.37,2021-01-01
1036188,2.38,2021-01-01
1036262,0.73,2021-01-01
1036290,0.37,2021-01-01
1036296,0.06,2021-01-01
1036419,0.37,2021-01-01
1036425,0.37,2021-01-01
1036584,0.37,2021-01-01
1036848,0.73,2021-01-01
1036960,0.95,2021-01-01
1037016,0,2021-01-01
1037038,2.38,2021-01-01
1037067,0.06,2021-01-01
1037271,0.06,2021-01-01
1037330,0.37,2021-01-01
1037390,1.8,2021-01-01
1037540,2.38,2021-01-01
1037628,0.06,2021-01-01
1037643,0.06,2021-01-01
1037646,2.38,2021-01-01
1037676,2.38,2021-01-01
1037737,0.06,2021-01-01
1037760,0.37,2021-01-01
1037827,0.06,2021-01-01
1037834,0.37,2021-01-01
1037868,2.38,2021-01-01
1037962,1.1,2021-01-01
1037976,2.38,2021-01-01
1038074,2.38,2021-01-01
1038083,0.37,2021-01-01
1038133,2.38,2021-01-01
1038143,1.1,2021-01-01
1038186,0,2021-01-01
1038190,0,2021-01-01
1038205,0,2021-01-01
1038280,0.37,2021-01-01
1038357,2.38,2021-01-01
1038523,0,2021-01-01
1038572,1.1,2021-01-01
1038683,1.1,2021-01-01
1038773,0.73,2021-01-01
1039065,0.84,2021-01-01
1039151,0.37,2021-01-01
1039171,0.06,2021-01-01
1039198,0.37,2021-01-01
1039208,0.06,2021-01-01
1039280,0.73,2021-01-01
1039387,0,2021-01-01
1039399,2.38,2021-01-01
1039446,0.06,2021-01-01
1039454,0.06,2021-01-01
1039684,2.38,2021-01-01
1039759,0.06,2021-01-01
1039765,1.1,2021-01-01
1039828,0.84,2021-01-01
1039889,0.95,2021-01-01
1040022,0.37,2021-01-01
1040130,2.38,2021-01-01
1040161,0.73,2021-01-01
1040240,0,2021-01-01
1040416,0.37,2021-01-01
1040470,0.73,2021-01-01
