CIK,"('exchange_and_symbol', 'variation_0')",market_cap_at_prediction_date
1294538,NASDAQ:WOLF,
1294649,,
1294808,NYSE:PYT,0
1294924,NYSE:INVN,
1295172,,
1295228,NYSE:MSK,
1295230,,
1295334,,
1295401,Nasdaq:TBBK,1327387118
1295484,NASDAQ:JOBS,3087949388
1295557,,
1295664,Nasdaq:KRNY,
1295810,NYSE:SHO,2329507920
1295947,NYSE:PBH,3028743630
1295976,,
1296205,NASDAQ:ZAGG,
1296250,NYSE:PFL,686393317
1296286,,
1296391,,
1296435,NYSE:NP,736893230
1296445,NYSE:ORA,4147002330
1296484,Nasdaq:TOPS,21165732
1296578,,
1296774,NASDAQ:NCTY,42535981
1297067,,
1297184,Nasdaq:AMPH,1061480840
1297336,NASDAQ:RLOC,
1297341,Nasdaq:KFFB,59821266
1297401,NASDAQ:DWA,
1297568,,
1297704,NASDAQ:OHAI,
1297720,NASDAQ:JRCCQ,
1297830,NASDAQ:JRJC,15872740
1297846,,
1297989,Nasdaq:EXLS,4458698647
1297996,NYSE:DLR,48584292651
1298341,NYSE:NLC,
1298521,,
1298663,,
1298675,NYSE:CUBE,11302644600
1298699,NYSE:BXMX,1492434010
1298716,NASDAQ:OSHC,
1298946,NYSE:DRH,1819448399
1298978,,
1299130,Nasdaq:PACB,4180705280
1299139,,
1299210,,
1299376,NYSE:ET1,
1299688,NASDAQ:OXPS,
1299704,NYSE:AEA,
1299709,NYSE:AX,3110476444
1299716,,
1299862,,
1299901,NASDAQ:TSRE,
1299939,NYSE:CADE,2996724460
1299966,,
1299969,Nasdaq:CHCI,34494600
1300317,,
1300391,NYSE:EOI,784079825
1300482,,
1300514,NYSE:LVS,26090600000
1300578,NASDAQ:INVC,
1300699,Nasdaq:ATNX,164222766
1300734,Nasdaq:SISI,63882609
1301031,NYSE:DWRE,
1301106,NASDAQ:NATL,
1301206,,
1301236,Nasdaq:SOHON,32345321
1301501,,
1301712,,
1301787,NYSE:BXC,759200399
1302028,Nasdaq:MNTX,114425672
1302176,,
1302177,NASDAQ:PTEK,
1302215,NYSE:HLI,6471313844
1302244,,
1302256,,
1302343,NYSE:EDR,
1302350,NASDAQ:JMPNZ,
1302362,NYSE:MTL,804430343.7
1302387,Nasdaq:BVFL,46652100
1302573,NASDAQ:OMED,
1302624,NYSE:FAM,106843115
1302707,,
1302709,NASDAQ:GTWN,
1302974,,
1303313,Nasdaq:LHCG,4014324600
1303330,NASDAQ:CHLN,
1303523,NYSE:BTI,85419450000
1303565,,
1303652,NYSE:DATA,
1303747,Nasdaq:PGRWW,
1303849,,
1303936,NYSE MKT:CDY,
1303942,Nasdaq:BFIN,148060187
1304280,,
1304366,,
1304421,Nasdaq:CNSL,648586990
1304464,NYSE:CEQP,1598672000
1304492,Nasdaq:ATEX,1028102655
1304740,NASDAQ:BBNK,
1305168,NYSE:ARC,136189720
1305253,Nasdaq:EIGR,187057227
1305294,NASDAQ:QLIK,
1305507,NYSE:ATB,
1305767,NYSE:PHD,167712448
1305773,Nasdaq:CFMS,141219269
1306527,,
1306550,NYSE:BGR,273844712
1306830,NYSE:CE,16930740000
1306900,NYSE:XRA,
1306965,NYSE:SHEL,161470333500
1307111,,
1307579,Nasdaq:LIQT,107918846
1307748,NYSE:IVT,1890369724
1307752,NASDAQ:VSCP,
1307954,NYSE:HUN,6900416000
1308017,NASDAQ:FFCO,
1308045,,
1308106,NYSE:TGP,0
1308161,NASDAQ:TFCFA,
1308208,Nasdaq:ULH,468390599
1308335,NYSE:EOS,1162433857
1308547,NYSE:DLB,9150179700
1308648,NYSE:AG,2657982523
1308858,NASDAQ:DRYS,
1308927,NYSE:ETB,444635874
1309082,AMEX:CEI,163511425
1309108,NYSE:WEX,5640281340
1309402,Nasdaq:GPRE,1807872000
1309710,,
1309987,NASDAQ:WMG,
1310114,NASDAQ:SREV,93073920.01
1310243,NYSE:ANRZQ,
1310313,,
1310445,NYSE:DCA,
1310527,NASDAQ:QSAM,204372.69
1310709,NYSE:GPM,
1310897,,
1311068,,
1311230,NASDAQ:SZYM,
1311241,NASDAQ:IMI,
1311370,NYSE:LAZ,4424874267
1311396,NASDAQ:AVZAQ,
1311486,,
1311538,NYSE:ROX,
1311596,NASDAQ:RGDO,
1311605,,
1311926,,
1311967,,
1312073,NYSE:PAY,
1312109,NYSE:SI,4182867000
1312206,,
1312547,,
1312928,NASDAQ:KYAK,
1313024,NYSE:VQ,
1313275,Nasdaq:BCOV,397805090
1313310,Nasdaq:GRVY,6996864000
1313510,AMEX:GGN,510457960
1313536,Nasdaq:SOHO,
1313682,,
1313730,NASDAQ:ASFN,
1313911,NYSE:RALY,
1313918,NASDAQ:CIFC,
1314026,,
1314052,Nasdaq:AVXL,1376319035
1314102,Nasdaq:EYPT,378167700
1314196,Nasdaq:OLB,26288633
1314223,NYSE:AMBR,
1314592,NYSE:TEA,
1314655,,
1314727,Nasdaq:SONO,3683072530
1314755,,
1314772,NASDAQ:SUMR,23616986.1
1314966,NYSE:BME,545342132
1315054,,
1315098,NYSE:RBLX,49923126020
1315255,,
1315257,NYSE:KOP,623122920
1315320,,
1315399,Nasdaq:PKBK,248230397
1315443,NASDAQ:RDUS,
1315655,NASDAQ:SYNT,
1315657,NASDAQ:XOOM,
1315695,NYSE:ROC,
1316016,,
1316317,,
1316360,NYSE:IHS,
1316463,AMEX:GLQ,172662014
1316517,Nasdaq:KNDI,256685765
1316625,NASDAQ:SGI,
1316645,NASDAQ:ANCI,
1316656,NYSE:DRC,
1316835,NYSE:BLDR,15164164070
1316898,NASDAQ:JMBA,
1317080,NYSE:MSP,
1317362,,
1317577,NYSE:PIKE,
1317630,NYSE:ITC,
1317865,NYSE:GWB,
1317945,Nasdaq:OFLX,1156772400
1318008,Nasdaq:ZUMZ,1030608070
1318025,NYSE:PGP,115035060
1318084,,
1318220,NYSE:WCN,33559923905
1318310,NASDAQ:EVVV,
1318484,Nasdaq:CTRN,599510240
1318545,NYSE:RVR,
1318568,NYSE:EVRI,1781253180
1318605,Nasdaq:TSLA,913439100000
1318885,NYSE:DSX,297496823
1319009,,
1319161,Nasdaq:WMG,21714226160
1319183,NYSE:FMY,56816619
1319229,NYSE:TLP,
1319327,,
1319439,,
1319869,,
1319947,NYSE:DBI,968312400
1320092,,
1320203,,
1320350,Nasdaq:LNSR,57545179
1320375,NYSE:BOE,689333533
1320414,NYSE:SEM,3558391760
1320461,NYSE:CPS,313940265
1320695,NYSE:THS,2246508000
1320760,OTC:TSSI,9513870.3
1320854,NASDAQ:RAIL,78289320
1320934,,
1320947,NASDAQ:DMND,
1321268,NASDAQ:EIHI,
1321560,NASDAQ:PCAP,
1321646,NYSE:KRA,1483956296
1321655,NYSE:PLTR,36148720600
1321732,NYSE:PEN,9393496188
1321741,Nasdaq:GAIN,537589322
1321834,Nasdaq:MYMD,238604295
1321847,NYSE MKT:GSV,153032168.2
1321851,Nasdaq:SEED,42804770
1322422,NYSE:HBM,1663251051
1322435,NYSE:ETW,1151194095
1322436,NYSE:ETV,1490329856
1322439,NYSE:EGLE,514591235
1322505,Nasdaq:ALBO,461722470
1322554,NYSE:XTLY,
1322652,NYSE:KYE,
1322705,NYSE:CODE,
1322866,NYSE:KOG,
1322872,NASDAQ:CLWR,
1323033,,
1323115,,
1323206,NYSE:LOR,
1323404,NYSE:WPM,18491669040
1323440,NASDAQ:BSPE,
1323468,NYSE:GLP,762244850
1323531,NYSE:MFB,
1323630,,
1323648,NASDAQ:ESXB,
1323653,,
1323715,NASDAQ:SWSI,
1323885,Nasdaq:ATRC,2977340080
1323974,NASDAQ:MWIV,
1324189,NYSE:TIS,
1324245,NYSE:SLH,
1324272,Nasdaq:RUTH,625856498
1324404,NYSE:CF,13725960000
1324410,NASDAQ:GBNK,
1324424,Nasdaq:EXPE,24939014910
1324479,NASDAQ:ACLI,
1324503,NYSE:IGATY,
1324518,NYSE:WPZ,
1324570,,
1324759,OTC:HGYN,
1324772,NASDAQ:APIC,
1324915,,
1324948,NYSE:RBC,4939681306
1325228,NASDAQ:CLAY,
1325281,NYSE:KS,
1325618,Nasdaq:IRMD,553807766
1325670,Nasdaq:FRST,349707780
1325702,NYSE:MX,847171130
1325879,Nasdaq:AVEO,172213740
1325950,NASDAQ:ADCC,30600
1325955,NYSE:ALJ,
1325964,Nasdaq:LWLG,1768814750
1326003,Nasdaq:BKCC,286187115
1326059,,
1326089,NASDAQ:SNDEQ,
1326110,Nasdaq:IBRX,2539211477
1326160,NYSE:DUK,20293910000
1326190,Nasdaq:ALT,398288126
1326200,NYSE:GNK,617455421
1326205,AMEX:IGC,57179573
1326380,NYSE:GME,11926925999
1326390,NYSE:MGU,284951570
1326396,,
1326428,NYSE:ROAN,
1326583,NASDAQ:WBMD,
1326652,,
1326706,Nasdaq:NAOV,26169332
1326732,Nasdaq:XNCR,2277389795
1326801,Nasdaq:META,910308923796
1326917,,
1326973,,
1327012,,
1327068,NYSE:USO,5943090049
1327098,,
1327273,Nasdaq:LYRA,59086759
1327318,Nasdaq:TRUE,306658800
1327364,,
1327467,NASDAQ:CPXX,
1327471,NYSE:RLD,
1327567,Nasdaq:PANW,52005738000
1327603,,
1327607,Nasdaq:MYFW,234307215
1327688,NYSE:OOMA,473382000
1327811,Nasdaq:WDAY,66683055300
1328015,NYSE:IMPR,
1328143,NASDAQ:ADMS,
1328237,NYSE:DBC,2215746000
1328300,,
1328440,AMEX:ATNM,145606715
1328571,NASDAQ:NTLS,
1328581,NYSE:BCC,2519332200
1328598,NYSE:FXE,215003895
1328650,NASDAQ:BRNC,
1328792,Nasdaq:TPCS,68916025
1328798,NYSE:AMFW,
1328919,Nasdaq:GASS,84424314
1329099,Nasdaq:BIDU,47802100000
1329365,,
1329388,NYSE:FHY,
1329394,Nasdaq:SIMO,3099423360
1329606,Nasdaq:CETY,737780561
1329799,NASDAQ:SQBK,
1329998,,
1330017,,
1330039,,
1330421,NYSE:BV,
1330562,NYSE:KSP,
1330568,NYSE:SLV,7023626314
1330849,NASDAQ:HEROQ,
1331284,NYSE:DHT,874631079
1331301,NASDAQ:BDBD,
1331427,,
1331520,NYSE:HOMB,3862483480
1331588,,
1331875,NYSE:FNF,14382437122
1332174,NYSE:GSG,8218859367
1332283,NYSE:BDJ,2208558080
1332341,,
1332349,NYSE:BKD,874946400
1332551,NYSE:ACR,106798543
1332602,,
1332626,,
1332639,NYSE:SSWN,
1332943,NYSE:IGA,178880359
1333141,NYSE:FMS,17732302808
1333172,NYSE:NM,51116470
1333248,,
1333274,NASDAQ:MERC,716816649
1333291,,
1333493,Nasdaq:EHTH,693092280
1333513,NASDAQ:TRAK,
1333763,NASDAQ:CHTP,
1333822,Nasdaq:LEDS,22001000
1333835,Nasdaq:CASA,432232710
1333986,NYSE:EQH,12839224000
1334036,Nasdaq:CROX,7737203559
1334121,NASDAQ:AERO,
1334126,,
1334269,NASDAQ:CTRL,
1334303,,
1334325,Nasdaq:CODA,80560386
1334388,AMEX:OBE,241927000
1334478,NASDAQ:NCIT,
1334872,NASDAQ:CAPEQ,
1334933,AMEX:UEC,819572949
1334978,NYSE:CCO,1489789050
1335102,NASDAQ:CGRB,
1335103,,
1335105,Nasdaq:LIXT,16842298
1335106,,
1335190,NASDAQ:MHR,
1335258,NYSE:LYV,23211187421
1335293,,
1335793,NYSE:CXG,
1336047,NYSE:BWP,
1336050,NYSE:EGF,52489182
1336206,NYSE:EMS,
1336437,NASDAQ:AGAM,
1336467,,
1336545,,
1336644,NYSE:UTRA,
1336654,,
1336705,Nasdaq:VRAY,853864322
1336917,NYSE:UA,8123596679
1336920,NYSE:LDOS,11821600000
1337013,AMEX:INFU,336327550
1337068,Nasdaq:MGYR,83905080
1337117,Nasdaq:ITRN,526600500
1337298,NYSE:FF,318544153
1337553,NASDAQ:AERI,384069325
1337587,NYSE:LGF,
1337619,NYSE:ENV,4293946959
1337675,,
1337899,,
1338042,NASDAQ:AEGR,
1338065,NYSE:DCP,5080792000
1338095,,
1338248,,
1338321,NASDAQ:OCRX,
1338401,NYSE:GLA,
1338561,NYSE:SPXX,303731082
1338578,,
1338613,NYSE:RGP,560147180
1338749,Nasdaq:PCH,3989450880
1338940,Nasdaq:PERI,804859553
1339005,Nasdaq:FEMY,8659071.72
1339048,NYSE:WNR,
1339455,NASDAQ:SOMX,
1339469,NASDAQ:CHMA,
1339553,NYSE:HS,
1339579,NYSE:FMO,
1339605,Nasdaq:HEES,1541112800
1339729,,
1339970,Nasdaq:LIFE,151502171
1340041,,
1340122,Nasdaq:CLMT,1010251971
1340127,NASDAQ:CARB,
1340243,Nasdaq:MOR,1280924733
1340354,,
1340476,Nasdaq:DRTT,160431680
1340677,AMEX:SVM,645747792
1340736,NYSE:ETY,2215803501
1340744,NASDAQ:ALTUQ,
1340752,,
1340786,NASDAQ:FSYS,
1340909,NYSE:GJO,0
1341088,NASDAQ:VIMC,
1341141,NYSE:CTT,401373764
1341170,Nasdaq:ESEA,156250798
1341235,Nasdaq:ALDX,413676175
1341317,Nasdaq:BWB,473103423
1341318,Nasdaq:LSBK,83534821
1341335,NYSE:FSM,1095772380
1341439,NYSE:ORCL,244678800000
1341470,NYSE:BNNX,
1341513,,
1341766,Nasdaq:CELH,4863643520
1341843,,
1341988,,
1342068,NASDAQ:ACTS,
1342126,NASDAQ:MHGC,
1342167,,
1342287,NASDAQ:GFNSZ,
1342338,Nasdaq:HIMX,2019462640
1342423,Nasdaq:LMNR,254391840
1342575,,
1342585,,
1342803,,
1342874,NYSE:TX,8003464032
1342958,Nasdaq:DGLY,53737839
1342960,,
1343034,NASDAQ:TRCB,
1343202,,
1343491,NYSE:GJP,0
1343719,NASDAQ:EXXI,
1343793,NYSE:BTA,195547602
1344154,,
1344376,,
1344413,NASDAQ:ALXA,
1344596,NASDAQ:ARII,
1344674,,
1344705,NYSE:CYRV,
1344708,,
1344907,,
1344980,NASDAQ:AHGP,
1345016,NYSE:YELP,2522054350
1345099,Nasdaq:MESO,616995217
1345105,NYSE:CPA,3239741352
1345126,NYSE:CODI,1915106600
1345310,NYSE:WWAV,
1345715,NYSE:STAQ,
1345801,NYSE MKT:CFD,
1345968,,
1346610,NYSE:SOS,30382873
1346830,Nasdaq:CARA,619276120
1346980,NYSE:CHAP,
1347022,,
1347178,Nasdaq:VNDA,936667961
1347215,NYSE:HNZ,
1347426,NYSE:BMA,905463000
1347452,NASDAQ:WEST,335908790
1347510,,
1347557,NYSE:PAC,6657871333
1347613,NASDAQ:SGYPU,
1347815,NYSE:FSR,
1347858,Nasdaq:XXII,348323520
1348036,NYSE:AVLR,11638039546
1348324,NASDAQ:LDRH,
1348334,NYSE:CUDA,
1348362,Nasdaq:LEXX,24590271
1348649,NASDAQ:CLCD,
1348911,Nasdaq:KALV,327293054
1348952,NYSE:ELC,22053212277
1349108,,
1349436,NYSE:SD,357379260
1349437,,
1349454,NYSE:TRLA,
1349892,,
1349929,Nasdaq:VYNT,47247180
1350072,NASDAQ:CMSB,
1350102,Nasdaq:ASTI,362993404
1350381,NASDAQ:INWK,
1350653,Nasdaq:ATEC,1081254280
1351172,Nasdaq:LMNL,32271199
1351197,,
1351285,NYSE:RST,
1351288,NASDAQ:GWPH,
1351541,NYSE:DK,
1351636,Nasdaq:SSTI,354784616
1352010,NYSE:EPAM,35359444620
1352302,NASDAQ:GMET,
1352341,,
1352713,,
1353123,,
1353226,NYSE:GJR,0
1353268,,
1353283,Nasdaq:SPLK,17451775370
1353499,,
1353523,,
1353536,NASDAQ:TNAV,
1353611,NYSE:FXB,102767970
1353612,NYSE:FXC,120511998
1353613,NYSE:FXY,169207000
1353614,NYSE:FXA,100936615
1353615,NYSE:FXF,250265853
1353616,,
1353970,,
1354174,,
1354217,NASDAQ:VOLC,
1354327,NYSE:PGTI,1210813800
1354371,NYSE:PYS,
1354513,NASDAQ:CTCM,
1354730,,
1354835,,
1354866,Nasdaq:BYRN,320456445
1355042,,
1355096,Nasdaq:QRTEA,2775480000
1355128,,
1355444,NYSE:ERJ,2553082500
1355754,NYSE:INST,
1355795,,
1355823,NASDAQ:ROMA,
1355839,Nasdaq:PALT,23076921
1355848,Nasdaq:GNUS,345369909
1355855,NASDAQ:NFSB,
1356090,Nasdaq:PGEN,791061413
1356093,Nasdaq:CREX,51564899
1356115,NYSE:NXDT,615608158
1356284,NYSE:GJS,0
1356462,,
1356570,NYSE:WNS,4076174988
1356576,Nasdaq:SUPN,1583211338
1356628,NASDAQ:VPFG,
1356857,,
1356949,NASDAQ:HWCC,
1357115,,
1357204,NASDAQ:DNKN,
1357227,NASDAQ:FGXI,
1357371,NASDAQ:BBEPP,
1357450,Nasdaq:HOLI,774516550
1357459,Nasdaq:PALI,17223037
1357615,NYSE:KBR,6261021031
1357660,NYSE:GJT,0
1357671,OTC:VOCL,0
1357874,Nasdaq:DTIL,487999797
1357971,Nasdaq:ESOA,49393609
1358190,AMEX:ITP,13278093
1358356,Nasdaq:LMST,144932211
1358483,NYSE:EVDY,
1358575,NASDAQ:CPHR,
1358762,Nasdaq:RETA,1059790746
1358831,NASDAQ:LGCYO,
1359111,NASDAQ:FXCB,
1359555,,
1359687,,
1359711,NYSE:MFGP,1594361288
1359841,NYSE:HBI,5497474320
1359931,Nasdaq:TARA,75482910
1360214,Nasdaq:HROW,233529629
1360530,NYSE:VSI,
1360537,,
1360565,Nasdaq:WFCF,91896860
1360604,NYSE:HR,4354707610
1360683,NASDAQ:TLMR,
1360901,NYSE:EVR,4997586200
1361113,Nasdaq:VRNS,4888302523
1361245,NASDAQ:TRXI,
1361248,OTC:TLOG,123845.42
1361470,NYSE:MVNR,
1361538,NYSE:PRIM,1226940000
1361579,,
1361658,NYSE:TNL,4196980000
1361709,NYSE:SUSS,
1361859,NASDAQ:LOCO,
1361872,NASDAQ:WWAY,
1361916,,
1361937,NASDAQ:EVEP,
1361983,NASDAQ:ORBC,
1362004,Nasdaq:ICFI,1843716590
1362120,,
1362190,Nasdaq:AEYE,77832000
1362468,Nasdaq:ALGT,3042565240
1362481,NYSE:AGD,145833393
1362614,,
1362705,AMEX:SNMP,48489101
1362718,,
1362719,,
1362898,NASDAQ:AVL,
1362959,NASDAQ:ROSG,
1362988,NYSE:AYR,
1363381,,
1363421,NYSE:JGV,
1363438,NYSE:FEO,
1363829,NASDAQ:ESGRO,4323688679
1363851,NASDAQ:CTRX,
1363890,NYSE:KED,
1364099,NASDAQ:IPHS,
1364125,AMEX:WRN,111107767
1364128,NYSE MKT:AXU,250507280
1364250,NYSE:DEI,5664429840
1364389,NYSE:CXO,
1364479,NYSE:HRI,4585336000
1364541,NASDAQ:EROC,
1364644,NYSE:CHQGF,
1364728,,
1364742,NYSE:BLK,136228565167
1364856,NASDAQ:MNRK,
1364885,NYSE:SPR,4132571999
1364954,NYSE:CHGG,4189830920
1364962,NASDAQ:IMPV,
1365038,NYSE:LEAF,
1365135,NYSE:WU,7033757999
1365241,,
1365555,NASDAQ:AFSI,0
1365742,NYSE:ATV,
1365767,Nasdaq:ALLT,407247945
1365784,,
1365997,NASDAQ:BCAR,
1366246,NASDAQ:GLUU,
1366312,,
1366340,NASDAQ:FNJN,
1366367,NASDAQ:YDKN,
1366527,NASDAQ:CBLK,
1366561,NYSE:SMAR,9094500480
1366649,NASDAQ:DLGC,
1366868,AMEX:GSAT,2118166800
1367064,NASDAQ:APLP,
1367083,Nasdaq:SNOA,14599200
1367311,,
1367396,,
1367644,NYSE:EBS,2373260000
1367859,Nasdaq:CZWI,148217575
1367920,Nasdaq:CNCE,118536516
1368007,NYSE:NYX,
1368265,Nasdaq:CLNE,1382915449
1368308,NASDAQ:HPJ,
1368358,NASDAQ:CSRE,
1368365,Nasdaq:MARK,103389342
1368458,NYSE:SBH,1972231950
1368493,NYSE:CAF,439394845
1368514,Nasdaq:ADMA,181452099
1368519,NYSE:NOA,147158085
1368622,Nasdaq:AVAV,1551850234
1368745,,
1368802,NYSE:ATN,
1368879,,
1368893,NYSE:BCF,
1368900,,
1368993,NASDAQ:WGBS,
1369085,AMEX:NEWP,
1369241,NYSE:DAC,1419080880
1369290,AMEX:MYO,49500664
1369568,Nasdaq:CPRX,713507892
1369786,NASDAQ:SGNT,
1369817,NYSE:OB,
1369868,NASDAQ:CBPO,
1370053,Nasdaq:ANAB,992179270
1370314,,
1370416,Nasdaq:WPRT,376291023
1370431,NYSE:VEDL,
1370450,Nasdaq:WLDN,480878800
1370489,,
1370637,Nasdaq:ETSY,27796112319
1370702,NASDAQ:QTNA,
1370755,Nasdaq:TCPC,765416248
1370804,,
1370880,NASDAQ:MNDT,4010182904
1370946,NYSE:OC,8501834000
1371011,,
1371217,Nasdaq:RSLS,
1371285,Nasdaq:TRUP,4987084996
1371446,NASDAQ:FBRC,
1371455,,
1371489,Nasdaq:III,349774320
1371541,NASDAQ:HQCL,
1371571,,
1371782,NYSE:MVO,95220000
1372000,NYSE:UPGI,
1372020,Nasdaq:GLDD,1003481100
1372041,NASDAQ:PAET,
1372117,NYSE:IRR,
1372183,Nasdaq:NXTP,104365154
1372299,NASDAQ:OCGN,1029902785
1372326,,
1372336,NYSE:LBRT,245109
1372375,NYSE:MM,
1372414,NYSE:HIVE,
1372514,Nasdaq:KPRX,8828003.2
1372612,NYSE:BOX,4034656140
1372791,,
1372807,Nasdaq:PTMN,235178900
1372920,NYSE:EDU,3478780669
1373060,NYSE:MR,
1373561,NASDAQ:NEWS,
1373641,,
1373670,NYSE:GRBK,1398813000
1373707,NASDAQ:TTPH,
1373715,NYSE:NOW,119920164780
1373835,NYSE:SE,
1373980,,
1373988,NASDAQ:ESSX,
1374128,NASDAQ:ENTL,
1374293,NASDAQ:FTA,1126766243
1374310,BATS:CBOE,13478790000
1374328,Nasdaq:FTLF,65526350
1374339,Nasdaq:PMN,35516904
1374535,NASDAQ:AIMCV,3041483260
1374684,NYSE:MULE,
1374690,Nasdaq:LRMR,191641013
1374756,NASDAQ:ORIT,
1374783,NASDAQ:MSBF,
1374993,NASDAQ:WAVE,
1375063,NASDAQ:SYMX,472.95
1375083,,
1375151,NASDAQ:ZGNX,835962053
1375200,NASDAQ:PATH,
1375205,AMEX:URG,236787128
1375247,NASDAQ:OMPI,
1375271,,
1375320,NASDAQ:HBNK,
1375336,,
1375340,NYSE:FOF,377164745
1375365,Nasdaq:SMCI,2118241920
1375387,NYSE:DHG,
1375514,,
1375557,NASDAQ:UNTD,
1375686,NASDAQ:THTI,
1375796,NYSE:TLRA,
1375829,NASDAQ:RRM,
1375877,Nasdaq:CSIQ,1915526380
1375996,NASDAQ:UNXL,
1376139,NYSE:CVI,1544685000
1376227,NYSE:UNG,151178333
1376321,Nasdaq:CNET,36734084
1376339,Nasdaq:MDXG,712600746
1376610,Nasdaq:HYMC,424407367
1376742,,
1376812,,
1376972,NASDAQ:HMIN,
1376986,NYSE:TVC,13345500
1377013,NYSE:TWC,
1377121,Nasdaq:PTGX,1525524137
1377630,Nasdaq:NCMI,210051083
1377720,NASDAQ:CYDEQ,
1377757,AMEX:GAU,149519913
1377789,Nasdaq:AVNW,338591460
1377902,,
1377936,NYSE:SAJ,327659646
1378020,NASDAQ:BNCL,
1378140,AMEX:OPTT,99555838
1378239,Nasdaq:OMAB,2431901947
1378564,NYSE:ZPIN,
1378590,Nasdaq:BLIN,27510332
1378624,,
1378701,NYSE:GDL,121224600
1378706,NYSE:ADGE,
1378718,NYSE:WAIR,
1378789,NYSE:AER,14237311600
1378946,NASDAQ:PBCT,7092374117
1378950,Nasdaq:PRTS,630303840
1378992,NYSE:BERY,9170642000
1379006,AMEX:NNVC,47253746
1379041,NYSE:EIG,1129867372
1379246,NASDAQ:BODY,
1379378,NYSE:DEP,
1379384,NYSE:BTZ,1384995542
1379400,NYSE:AOD,1032441118
1379438,NYSE:EXG,3088042297
1379661,NYSE:NGLS,
1379785,NYSE:BBDC,695616305
1380106,Nasdaq:RPID,202583439
1380180,,
1380509,NYSE:HF,
1380712,,
1380846,NASDAQ:TSCAP,766081980
1380936,NYSE:GOF,714673029
1380992,NASDAQ:EPAY,2539202435
1381074,Nasdaq:RTC,26355304
1381197,Nasdaq:IBKR,7373824844
1381353,BATS:FPFD,0
1381531,NYSE:UFS,
1381639,NASDAQ:MFLR,
1381640,Nasdaq:MLCO,4290525626
1381668,Nasdaq:TFSL,4812628100
1382101,Nasdaq:STRO,723608506
1382158,NYSE:TSL,
1382219,,
1382230,Nasdaq:ESSA,164329672
1382298,NYSE:TEOZF,
1382413,,
1382574,Nasdaq:MEDS,21725095
1382696,,
1382821,Nasdaq:RDFN,4064858751
1383054,,
1383055,,
1383057,NYSE:DBP,152481858
1383058,NYSE:DBO,362075987
1383062,NYSE:DBE,106326644
1383082,NYSE:DBA,534060019
1383084,NYSE:DBB,224508000
1383145,,
1383149,NYSE:UDN,0
1383151,NYSE:UUP,0
1383154,,
1383312,NYSE:BR,20038876000
1383395,NYSE:SQNS,166488309
1383414,NYSE:PNNT,446520399
1383441,NYSE:NIE,837872575
1383650,NYSE:CQP,18987320000
1383729,NYSE:FIO,
1383790,NASDAQ:SSRX,
1383803,NASDAQ:JMPNL,
1383871,NYSE:LOCK,
1384032,,
1384072,NASDAQ:VNR,
1384101,Nasdaq:VCYT,2788255770
1384135,,
1384195,AMEX:REI,213548663
1384360,NASDAQ:SCR,23295231792
1384905,NYSE:RNG,17669518830
1385016,BATS:MDEV,0
1385157,NYSE:TEL,50053890000
1385187,NYSE:COV,
1385228,,
1385280,NYSE:CNK,1948353000
1385290,,
1385292,NASDAQ:TYPE,
1385424,,
1385508,Nasdaq:OPNT,162094415.2
1385544,,
1385598,NASDAQ:JASO,
1385613,Nasdaq:GLRE,247470669
1385632,NYSE:IAE,93498162
1385763,NYSE:JCE,270466555
1385818,Nasdaq:AYTU,41467562
1385830,,
1385849,AMEX:UUUU,1103356000
1385943,Nasdaq:HUMA,836387600
1386067,NYSE:EOD,248263149
1386198,NASDAQ:MEMS,
1386278,NYSE:GDOT,1849194000
1386301,Nasdaq:RSSS,59028361
1386570,Nasdaq:CDXC,267041270
1386608,,
1386716,Nasdaq:SBLK,2047960698
1386858,NASDAQ:HPTX,
1386926,NYSE:KFH,
1387467,Nasdaq:AOSL,1326192910
1387637,NYSE:JBR,
1387713,,
1387829,NASDAQ:GNBC,
1388126,AMEX:HNW,129827754
1388133,NASDAQ:SHOR,
1388141,NYSE:EDD,356105000
1388195,NYSE:PMC,
1388430,NYSE:CAIIP,
1388658,Nasdaq:IRTC,3201510281
1388855,,
1389002,Nasdaq:MRIN,52668599
1389050,NYSE:AROC,1095158480
1389072,NASDAQ:HTWR,
1389170,NYSE:TRGP,11196828000
1389207,OTC:GFASY,102132417
1389476,,
1389545,AMEX:NBY,20111129
1389771,,
1389797,NASDAQ:FSBC,
1389936,,
1390162,NASDAQ:HBMD,386423128
1390195,NYSE:AWP,540156263
1390312,NYSE:BKJ,
1390478,Nasdaq:SLS,96602145
1390777,NYSE:BK,48115594400
1390844,NYSE:WBC,
1391127,Nasdaq:EGIO,450877934
1391137,NASDAQ:BCSB,
1391437,NYSE:GRX,225246968
1391636,NYSE:CYNI,29714595
1391947,,
1392091,NASDAQ:BKEPP,134513784
1392326,Nasdaq:CPLP,270917440
1392380,Nasdaq:GEVO,935898216
1392522,NYSE:FSL,
1392562,NASDAQ:LABC,
1392694,Nasdaq:SURG,333491186
1392972,NYSE:PRO,1547775540
1392994,NYSE:FGB,54941989
1393020,NASDAQ:IVTY,
1393052,NYSE:VEEV,38423090720
1393066,NYSE:RFP,959914680
1393299,NYSE:BGY,605926056
1393311,NYSE:PSA,64070733870
1393434,Nasdaq:OCUL,533250067
1393584,NYSE:AMWL,1622811773
1393612,NYSE:DFS,31899420000
1393726,Nasdaq:TIPT,430248106
